relative_path,asset_class,include_status,size_bytes,sha256
LICENSE.md,documentation,supporting_documentation,1971,b4962bb7981635195c2d7e9fa99d302bb5a01385e18ff789f98688f6de3f5b40
.gitignore,other,supporting_documentation,210,219ee2f7b3932e8eae5d81299e4878f799600980634a048bb28f04070535bdc4
ARCHIVE_MANIFEST.csv,documentation,supporting_documentation,53,3275aa8679f3d3a6fa40f6677d6de51acf3d151e89a9e61da5eb9146cfc8d1c1
EXCLUDED_NONARCHIVAL_MANIFEST.csv,documentation,supporting_documentation,311,00e3eb24edacade46abbbac85e808e04a0ac5794dc371b8b93cb201d06976547
README.md,documentation,supporting_documentation,3240,e7e83d6ecee0ada9e4a78b0f7dfd8a4d58952cbba6ac4697bd6d0f70db68e5b8
code/README.md,documentation,supporting_documentation,299,be0ff8866acc88d20a48182aa0707005de7142401c971bd9110b149145aa34df
code/song2_java/DijkstrasAlgo.java,code_candidate,candidate_include_after_manifest_and_license_review,8142,faa531b654b13e61893fae55c9a278fab9c7737e5ed5d8065a579c28599bdc6e
code/song2_java/DirectedGraph.java,code_candidate,candidate_include_after_manifest_and_license_review,50609,f25c40b721f00ee2316b0c3040543807aa30ca3214a76722290fc8166c1d5411
code/song2_java/FloatStack.java,code_candidate,candidate_include_after_manifest_and_license_review,2174,2706509aa5d04a5ee1f17cf2f2f083949af7a6463cab9acedff91e8f5956c56f
code/song2_java/IntStack.java,code_candidate,candidate_include_after_manifest_and_license_review,2610,6891e192c26951964835d7e4b19dfe69c0b42745d74646b01c8539f29bfd2220
code/song2_java/Investment.java,code_candidate,candidate_include_after_manifest_and_license_review,58920,fcf23653d2d54911e755a6927cbd4a648e04abaf0bbe0b61ac2a2dfc3242dc06
code/song2_java/SONG.java,code_candidate,candidate_include_after_manifest_and_license_review,3653,dc5cfcb69ff1dc63ee36f55bcd5cdfc45158a7a2c6f26c969e75340fe290de55
code/song2_java/TAssignment.java,code_candidate,candidate_include_after_manifest_and_license_review,22390,7eb890c5869442bc26df8979d61e6cdd2a8107ed7f36366d37f21896a23499ff
code/song2_java/TDistribution.java,code_candidate,candidate_include_after_manifest_and_license_review,4683,5e7bd9f46c934d034e02a02da91fb53877baa85cc4a962886176a4811452fa3d
code/song2_java/TGeneration.java,code_candidate,candidate_include_after_manifest_and_license_review,8749,b02b980dbff9d128ea9ff6a0ff597ac970f7041d7ffb466821d235f81db15039
data/README.md,documentation,supporting_documentation,344,eca9b1e9d87ac76b0180a9eed3383c25627c770f84be0fdf505933f05350ba36
data/model_inputs/Linkinfo_1990m.txt,documentation,supporting_documentation,1491768,ca358f40da5e0625ef8b431f323b4332832b046686bc3fb66ae747ec9e6626ac
data/model_inputs/Linkinfo_1990n.txt,documentation,supporting_documentation,1514066,ffdd516645629fcc05e4da3dae6c7be5ccb8cda3a3b77c83ea6904b066df67a1
data/model_inputs/Linkinfo_1995.txt,documentation,supporting_documentation,1649884,5c1c2c897e0a74d02d233492ea0dd304640b8a615f0707c81c45f74cf1bc5859
data/model_inputs/Linkinfo_1995m.txt,documentation,supporting_documentation,1491464,f06474c9ce6d4b0aac2430bf3619bb9be8e4356240685dbd14f4b49f33fd8e74
data/model_inputs/Linkinfo_2000.txt,documentation,supporting_documentation,1644169,98b1bd5166e90e5850f4bd1f461be8c1a3f70f4b0ff3b28a9e56a50c8da59341
data/model_inputs/Linkinfo_2000m.txt,documentation,supporting_documentation,1491750,7338c136a0158e455aacda477077fa46bb6020453fa69b10768fa8a82f1ecb50
data/model_inputs/Linkinfo_2005.txt,documentation,supporting_documentation,2508284,4ca02f5a9d8240e7fca22da74f0a3d687dca69130e37132638ea836b7bda5fd0
data/model_inputs/Linkinfo_2005_1.txt,documentation,supporting_documentation,1561861,468a0f6cd16e868d0764fe717cf1df35fdca93086ba4df7a56e9a013fefee8a8
data/model_inputs/Linkinfo_2005m.txt,documentation,supporting_documentation,1493536,cfe34b817836137f48ebac1c9a90aa5cb22aaf86adf5a63e78fad5083c9cb9d3
data/model_inputs/Linkinfo_2005n.txt,documentation,supporting_documentation,1645887,db6c03724bee3b2d6188c54f3276e9bb44c23635fa86784edb69ae10ece06cd9
data/model_inputs/Linkinfo_2010.txt,documentation,supporting_documentation,2785954,c97834e7c2022607681e27655d45623999fc71c5ba9623c3e3a1187f3ea7204a
data/model_inputs/Linkinfo_2015.txt,documentation,supporting_documentation,2787752,d426f8f31fca64c68fad6b995798a231f28c6c16d41b71185e901a26a81732cc
data/model_inputs/Linkinfo_2020.txt,documentation,supporting_documentation,2788128,a892e1c98194e3b0b4cbf803417c81c6d6178177ac494028555721e7674d7923
data/model_inputs/Linkinfo_2025.txt,documentation,supporting_documentation,2789383,8fb5145df8b44bd1c2a51183699d9872e7c7d166608f8a7cd95130213b34a2a6
data/model_inputs/Linkinfo_2030.txt,documentation,supporting_documentation,2789377,8fb51e70ea6042f3bc658e2481665394b78441d45ae117fd2bedb0ddf913c4a8
data/model_inputs/Linkinfo_2035.txt,documentation,supporting_documentation,2790507,5eec18c380dbd9414b4058b0db543c0c6e19394bb0586863ef040f9554c8fe7e
data/model_inputs/ModifiedLinks.txt,documentation,supporting_documentation,779,72edd95da25e732e0c00798a1c5c79bd177fcbde282655290448c986267ac21c
data/model_inputs/NodeCoordinate.txt,documentation,supporting_documentation,153184,6794f5043269fa59d2bef0cd3400108d6fc6115551c632b420f1052c309a3881
data/model_inputs/TC_TAZ_1990.txt,documentation,supporting_documentation,52402,bd38d4af5fcbbf32f8a8874753c9c0fb9290eb88fe96d4297c08547ba9711bff
data/model_inputs/TC_TAZ_1990_old.txt,documentation,supporting_documentation,54362,e4fa43f9a43743b4a6a134a4f320c6f1dc66ab92ad731ea90b360a4ffab77af6
data/model_inputs/TC_TAZ_2000.txt,documentation,supporting_documentation,48568,aa6d5682b1bf508df955d316d23606b315be3f3db3ee15880985a1072b9c3b87
data/model_inputs/TC_TAZ_forecasted.txt,documentation,supporting_documentation,178608,b6f3a6191bb6a2d59c1f0a2b3dcb5b79de7eaf5639b461473c763ac46e43bccf
data/model_inputs/TC_TAZ_forecasted1.txt,documentation,supporting_documentation,221963,8ae9ef194abaf6923cad18e59d01410b3bbcff32ad9a38a2cdf6ba341033b22b
data/model_inputs/Top200crash.txt,documentation,supporting_documentation,1000,9debd2bad3577a75c85cfc9163d747958c2ae8a40fc12011a519af54c7c08f5f
data/model_inputs/flow.txt,documentation,supporting_documentation,476102,11a24d9223e18b62dd7f4a94d1aff1918265d73ca6878ea92e65fa8c47b2e6e7
data/model_inputs/link_mcd.txt,documentation,supporting_documentation,117512,ba9177a7e575d8d591378ba9e2bd02c5d468b49d57a9fc11cdebfa50dd7202dc
data/model_inputs/mcd.txt,documentation,supporting_documentation,6853,b0b05602f6bb8d5484018ba16fcf593348c6253692fc3d932f86dcacf1130700
data/model_inputs/newLegacy.txt,documentation,supporting_documentation,3434,fad0da606747912be07f7709a553cba38606b592901be6eebff636aa9365d076
data/model_inputs/newNodeCoordinate.txt,documentation,supporting_documentation,153184,e6b929a8f0667cfdd95efdc45d24c7a5c48d78775c6ff9a664761dd5eb336619
data/model_inputs/newNodeCoordinate_N.txt,documentation,supporting_documentation,146957,861b797272d5cb2bfb3da2392b4a7b70781cab0f2686d1610e4bcbad4aec6969
data/model_inputs/newPConstructionLinks1.txt,documentation,supporting_documentation,762018,576cd09c220818f99f13881bb40d5c3bde75c7e82f60fee86ba5a356bb125c2c
data/model_inputs/newPConstructionLinks14826.txt,documentation,supporting_documentation,799533,dbc0b7ba0debd3d9aaa0a0e7b553a4060030dc2060b85854ecc80ec289f7a31e
data/model_inputs/newPConstructionLinks71851.txt,documentation,supporting_documentation,3926566,ff6287b49f4ec643a335f26a14d74d22ca1d6f45c556e76602e634276d46cb39
data/model_inputs/oldLinkinfo_2005.txt,documentation,supporting_documentation,1647649,20628481d70c73f8529d0052cc5cf535c97bfc0a817130e6d55859a766dcfbe5
data/model_inputs/stations.txt,documentation,supporting_documentation,642,a24fbe1465ac8782ee8f82b8b01d6cbdbe309ceeb5ea644406b93a78245186a2
data/model_inputs/stations1.txt,documentation,supporting_documentation,641,af2123ba4935ffd6a6a5c6562169258519d48108179d0e0e9f657b5aaebf9bc1
documentation/HYDRATION_REQUESTS.csv,documentation,supporting_documentation,1220,f1bcfa7af8e4a19ad33ec4fcb46fdde1932abc8c7c9fc67aa1c42abfdb11675f
documentation/PAPER_EVIDENCE_AND_SOURCE_BOUNDARY.md,documentation,supporting_documentation,2683,d82a85563f96577d2c93a256f79406f802cecd0ee5252ccd6a69838cc43997f9
documentation/SOURCE_REVIEW_MANIFEST.csv,documentation,supporting_documentation,1496,9f84c86232640510422b6adf8d6fbbf86da9f010d0ab1d358e5bcfe609768207
metadata/STAGING_LOG.md,documentation,supporting_documentation,337,e0083720a3e49af9c2ebdfb1a307f4d698f503d47f768ed7a5d9f9157b483959
paper/I-35W-TRB2009-BridgeRegion.pdf,paper_reference,reference_only_do_not_public_upload_without_rights,537596,8e40cbeaf9fc23ab76d919ce2425d96a7ebd47af6d745a7a088f3c732cb3db00
paper/README.md,paper_reference,reference_only_do_not_public_upload_without_rights,911,da67f97227edec0af007503c515d996bbd6000812c181a9da14f8a628d8663c3
